track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
"Lucille / Corrine, Corrina",Raul Seixas,spotify:track:3oU1EQvwhqDDJJuM1Ogebj,0.481,0.967,2,-2.576,0,0.218,0.21,0.0,0.286,0.643,135.604,265200,4,68.29536,10,0,1970
Adult Tree,R. Stevie Moore,spotify:track:6PFFWjOhvC8EuxL6f9xcBK,0.338,0.491,9,-14.527,1,0.074,0.0115,0.00379,0.362,0.598,86.288,259507,4,135.99537,8,0,1970
Sprawy bieżące,Extra Ball,spotify:track:153vINF6NS7OU1aCHwKMdM,0.401,0.626,5,-12.734,1,0.0346,0.425,0.0387,0.0924,0.688,135.365,245067,4,23.77545,8,0,1970
Morning Blues,Lightnin' Hopkins,spotify:track:6Fc7ILgIAoszlAz6nUHt1B,0.503,0.209,11,-15.385,0,0.0661,0.635,0.00523,0.114,0.158,173.586,279493,3,24.87474,15,0,1970
"Amoureuse, Suite No. 2 for Flute and Jazz Piano",Claude Bolling,spotify:track:67RPh7k7Iwpa7XZcd5cUOc,0.302,0.231,9,-18.26,1,0.0357,0.881,0.693,0.112,0.182,99.67,429307,4,44.13069,25,0,1970
Minha Mulher,Reginaldo Rossi,spotify:track:6o8yuwWUUvswThGS7PGJ6E,0.721,0.712,2,-9.579,0,0.0431,0.719,0.000767,0.147,0.87,122.981,177333,4,45.22093,10,0,1970
Caramel,Cluster,spotify:track:2OqsnTNCy43fwWAVmkiJj8,0.876,0.492,10,-17.263,0,0.0669,0.429,0.887,0.576,0.907,135.73,189040,4,19.76874,9,0,1970
French Kiss,Michal Urbaniak,spotify:track:0m8aQCmY2EjobQSITuz9Ft,0.454,0.598,0,-11.784,1,0.0479,0.814,0.902,0.218,0.491,163.196,315507,4,48.6276,14,0,1970
In Dark Trees - 2004 Digital Remaster,Brian Eno,spotify:track:41RiTUEXw8uoCtLd8pcHVy,0.651,0.379,6,-15.299,0,0.0538,0.52,0.796,0.0759,0.373,169.614,151573,4,26.55771,9,0,1970
Staunen im Fjord,Roedelius,spotify:track:5MasqmZwaceV2LVfO0rv07,0.274,0.331,1,-12.188,1,0.04,0.983,0.912,0.102,0.112,144.389,216507,5,35.74729,15,0,1970
Feio,Miles Davis,spotify:track:7DpXEh9OAJ90AxIiBMr6Gt,0.365,0.231,7,-14.015,0,0.0375,0.545,0.338,0.304,0.0769,112.983,709160,4,172.46549,30,0,1970
The Creeper Returns,Little Sonny,spotify:track:4xyzQTA9AaXAM7uPn61Fit,0.435,0.669,4,-8.369,1,0.0803,0.577,0.83,0.464,0.837,183.581,255893,4,28.79087,9,0,1970
Pirelli's Miracle Elixir,Stephen Sondheim,spotify:track:6RL40sdT4qBhXXolLZbquR,0.576,0.563,7,-9.611,1,0.132,0.816,0.0,0.878,0.708,125.298,229973,4,37.86753,13,0,1970
Hartleed,Hannes Wader,spotify:track:5vehjz7wBL7VDz4SqhdNkY,0.519,0.151,2,-19.595,1,0.0368,0.757,7.27e-05,0.233,0.6,105.929,274800,3,45.85623,13,0,1970
Dos Cruces,Milton Nascimento,spotify:track:0gjvm0ApsGnl3hbbo2v2m8,0.451,0.127,9,-14.18,1,0.0344,0.7,0.00175,0.277,0.227,115.924,322067,4,38.34621,17,0,1970
Mental Ward,The Dickies,spotify:track:2TFog4K5iqV7ZVKhp7I606,0.557,0.92,7,-9.019,1,0.056,0.00254,3.63e-06,0.489,0.488,104.056,113080,4,37.62717,6,0,1970
Another Time,kalapana,spotify:track:5jezi7P9BF67UxdPeNvUPG,0.247,0.359,2,-9.398,1,0.0301,0.511,5.49e-06,0.102,0.163,166.298,311107,4,32.16206,14,0,1970
Verdi è Morto,Ennio Morricone,spotify:track:6T6iwlmDT1HgLgbipbtXTf,0.145,0.318,2,-11.512,0,0.0331,0.874,0.832,0.118,0.0839,102.127,152893,4,39.30714,9,0,1970
Aloha Ia O Wai'anae,Hui Ohana,spotify:track:2ypIbDcKSAaRM3Gbl6h4X5,0.491,0.32,1,-10.801,0,0.0359,0.775,0.0328,0.1,0.728,151.878,154693,4,43.84113,9,0,1970
Eighth of January,Blueridge Mountain Bluegrass Band,spotify:track:4OLQobWOCtE4O7DICLnXdh,0.503,0.441,2,-14.935,1,0.0398,0.243,0.00553,0.0825,0.968,122.517,58005,4,7.85089,3,0,1970
The Blues Got Me Rockin',Champion Jack Dupree,spotify:track:3Phb5SGVJNXpycaJIoXTFm,0.561,0.23,0,-10.468,1,0.0795,0.881,0.000403,0.102,0.521,94.094,167613,4,26.49412,9,0,1970
Jumpin' Jack Flash,Ananda Shankar,spotify:track:6BkeuHmO4P69Ln2BSonrXi,0.523,0.722,6,-6.533,1,0.0307,0.074,0.00336,0.122,0.506,129.424,215867,4,24.58275,11,0,1970
Te llegará una rosa,Alberto Cortez,spotify:track:3cmew3VmLybLSF88rVAFR4,0.466,0.751,4,-4.999,1,0.0322,0.378,0.0,0.383,0.852,141.768,191933,4,34.14988,12,0,1970
Thème de L'Americain,Francis Lai,spotify:track:2Qbans3Mfz5E02azuH8Hb8,0.184,0.4,5,-10.856,1,0.0321,0.468,0.884,0.149,0.134,126.859,58333,3,19.49615,4,0,1970
Pago-Pago Jazz,Nino Rota,spotify:track:6Eic9sLoavnw4PvOCAFSGG,0.72,0.386,5,-9.578,1,0.0327,0.825,0.83,0.0417,0.9,119.104,92747,4,41.12188,4,0,1970
Satyagraha: Protest,Philip Glass,spotify:track:5pIbbEMXdPQUAjFlgOHDT7,0.345,0.0537,9,-22.602,0,0.0394,0.982,0.00587,0.14,0.0327,138.29,261360,4,47.7494,11,0,1970
Dbb (Double Blind Baby),Aksak Maboul,spotify:track:7DvMtne4H2PGYUK6NevsEc,0.325,0.232,7,-20.07,1,0.0311,0.994,0.826,0.329,0.0951,78.32,207960,3,20.05191,13,0,1970
"L'obus Rouillé, Trouvé Dans La Dune",François Bréant,spotify:track:5s5jPSnTKeHlbMvmsu3Uyw,0.592,0.476,8,-9.461,1,0.0486,0.721,0.821,0.327,0.182,152.635,189627,4,26.94295,8,0,1970
Midnight Tango,Al Di Meola,spotify:track:2ZjGc10SrEJsghK8iTOqK6,0.355,0.614,5,-12.758,1,0.0796,0.203,0.219,0.0561,0.413,175.19,448600,4,109.62461,12,0,1970
La bambola,Ennio Morricone,spotify:track:52Ler0ImieRzLCGKv987aZ,0.333,0.509,11,-5.72,0,0.0311,0.697,0.686,0.154,0.245,105.074,136427,3,32.17524,9,0,1970
Bye Bye Blackbird - 2002 Remastered Version,Gunnar 'Silja-Bloo' Nilsson,spotify:track:5V3zjVLmvZGcnx9QPJTM0M,0.583,0.47,5,-9.601,1,0.0344,0.678,2.65e-06,0.133,0.524,115.117,179360,4,27.93387,8,0,1970
Sunny Days - Remastered,kalapana,spotify:track:1WcqMvP60CmB7lNi9Sf01J,0.577,0.626,4,-7.483,1,0.0669,0.366,0.0,0.317,0.826,106.219,218960,4,27.07772,10,0,1970
Yakusoku,Taeko Onuki,spotify:track:6HFheEpEvzI6c1Z1YfUYpD,0.671,0.385,4,-10.008,1,0.0464,0.833,0.000127,0.0581,0.233,117.948,231827,4,43.74858,11,0,1970
Salty Dog Blues - Live,Lester Flatt,spotify:track:0wPzEIZpaoNH7a257D1bny,0.482,0.68,2,-11.8,1,0.156,0.495,0.000205,0.825,0.791,132.927,165160,4,58.45418,8,0,1970
Hace Sonar la Giralda (Tientos-Tangos),Chiquetete,spotify:track:3PGoHEeMuaeGBeZNtbouvp,0.47,0.453,6,-11.476,0,0.0759,0.734,2.95e-06,0.275,0.54,94.996,286867,4,18.3015,16,0,1970
Bought Me A Cat,Mike Seeger,spotify:track:7Bv1bXHRTpy4STE4rAYY72,0.614,0.137,6,-20.442,0,0.219,0.811,0.0,0.0511,0.922,199.588,167640,4,33.53161,8,0,1970
Blues Leaping from Texas,Sonny Boy Nelson,spotify:track:04G88EjZhsxuQ6Uika5rAS,0.607,0.136,10,-14.883,1,0.0619,0.945,0.161,0.0965,0.255,77.705,197067,4,32.22336,10,0,1970
"Quizás, Porque",Sui Generis,spotify:track:1qa1RJbrfCOZ8ptY73DzS1,0.448,0.0189,2,-27.167,1,0.0443,0.937,0.000427,0.125,0.211,99.654,132973,3,16.14611,8,0,1970
Canço De Segar,Maria del Mar Bonet,spotify:track:4w35jQGc2ZgwtPipj3g0vg,0.601,0.051,11,-16.36,0,0.0741,0.822,1.71e-05,0.0709,0.471,98.713,57493,4,13.63992,3,0,1970
"Planes, Boats and Trains",Andrew Jackman,spotify:track:4DHzUFdHMJRouGGJ4XqrKQ,0.677,0.611,11,-9.9,0,0.033,0.454,0.907,0.163,0.41,102.966,95973,4,56.24051,4,0,1970
Love For Sale,Miles Davis,spotify:track:4FzClnYRlFK9i5Oj6GZe5P,0.652,0.442,5,-10.365,0,0.0551,0.707,4.18e-05,0.132,0.672,106.571,707813,4,42.08237,25,0,1970
M-16,Negative Trend,spotify:track:58OhirsZcE9mUkNFDli8AN,0.141,0.839,1,-7.641,0,0.097,0.000942,0.777,0.309,0.504,199.65,96280,4,52.81298,4,0,1970
She's Lost Control - 2007 Remaster,Joy Division,spotify:track:0rcLhYRihks3t4lFPtHhQV,0.485,0.846,11,-7.63,0,0.0528,0.0157,0.0287,0.0766,0.743,144.246,237013,4,25.50147,12,0,1970
Noise Annoys - 2001 Remastered Version,Buzzcocks,spotify:track:06sc8OdFDjFlLYFqnQIZFy,0.293,0.825,6,-7.432,0,0.169,0.00471,0.0845,0.172,0.575,157.569,173067,4,52.5279,8,0,1970
"La OEA, Me Causa Risa (The OAS Makes Me Laugh)",Carlos Puebla,spotify:track:2dw5xiPDOMN2zkLNYQnY1Q,0.637,0.321,9,-17.609,1,0.118,0.989,0.894,0.133,0.871,88.299,216693,4,44.057,12,0,1970
"Lucky Charlie - From ""Willy Wonka & The Chocolate Factory"" Soundtrack",Leslie Bricusse,spotify:track:4VJ6ULLvLuT9ZJj30RPQBU,0.333,0.299,11,-15.299,1,0.0672,0.835,0.816,0.338,0.169,113.909,126267,4,37.9459,5,0,1970
We Gotta Fight,Sham 69,spotify:track:6xJ4fg5YO673fmqJ05Jtpa,0.202,0.906,11,-6.319,0,0.107,0.000216,0.314,0.861,0.555,181.87,108200,4,53.59378,6,0,1970
Black Silk Stocking,Krisma,spotify:track:5JIQPcSzNJTCKDfpUkHtK2,0.525,0.926,9,-3.254,1,0.0364,0.00508,0.00401,0.111,0.338,142.911,156333,4,31.1224,9,0,1970
I Remember Nothing - 2007 Remaster,Joy Division,spotify:track:2DupCOA5GmL7xqhbGBYWiS,0.398,0.421,9,-10.528,1,0.0346,0.0548,0.707,0.114,0.302,144.708,355186,4,40.13561,14,0,1970
Puppet's Dance,Jean-Luc Ponty,spotify:track:6IXNQRSMY0AGSdX5faygWv,0.446,0.676,4,-11.719,0,0.0339,0.305,0.947,0.0508,0.918,152.377,219027,3,64.74612,9,0,1970
El Parchado,Vicente Fernández,spotify:track:2kGUg58Q0lyoaAG1cZTFvM,0.409,0.425,5,-5.314,1,0.105,0.257,0.0,0.141,0.675,175.253,197120,3,56.01637,12,0,1970
Shuttle Cock,Ashra,spotify:track:1fHXhmyXmJnm9IHb4ovRqF,0.609,0.638,9,-11.705,0,0.0299,0.747,0.874,0.0917,0.945,109.061,511800,4,37.07672,18,0,1970
Everything is Love - Remastered,kalapana,spotify:track:6gaqIeilJcKf5e61kF53m5,0.491,0.698,2,-11.81,1,0.0522,0.216,1.09e-05,0.093,0.917,113.999,263866,4,25.25093,15,0,1970
Tarantula,Jean-Luc Ponty,spotify:track:19elCG9Mp5AKFeZbklYIOU,0.451,0.57,0,-13.348,1,0.0693,0.285,0.865,0.0497,0.87,97.873,248400,4,67.57461,10,0,1970
A Mi Manera - Tema Remasterizado,Vicente Fernández,spotify:track:0lYBx37mRl0dbP7gF1yzh5,0.535,0.369,9,-7.284,1,0.0293,0.86,0.000242,0.233,0.536,91.56,216133,4,43.21383,10,0,1970
I Don't Wanna - Live,Sham 69,spotify:track:53FM0K6zTXKksFTvllg8b4,0.229,0.951,10,-6.692,0,0.0963,0.0406,0.0054,0.982,0.495,174.772,103533,4,31.42409,5,0,1970
Lovely Hula Hands,Keola Beamer,spotify:track:5yuwwpm0eFjnFLuID68L9i,0.664,0.363,0,-17.332,1,0.0496,0.952,0.933,0.111,0.675,125.131,152333,4,54.76103,7,0,1970
He Beeped When He Should Have Bopped,Dizzy Gillespie,spotify:track:7vJej5vf91vqRBwtxxrSNG,0.597,0.345,5,-9.713,1,0.0938,0.856,0.000733,0.816,0.722,72.239,159614,4,54.61858,7,0,1970
Moro-Rism,Kitaro,spotify:track:2pbq9fdnULUvjPaOT4n9UH,0.495,0.56,9,-12.492,1,0.0356,0.021,0.613,0.456,0.312,116.222,169000,4,34.24679,12,0,1970
Win or Lose,Sham 69,spotify:track:1tZof18Yl9hRKC41AOsGFT,0.384,0.73,9,-8.566,0,0.259,0.0653,2.16e-06,0.901,0.619,158.627,217160,4,49.08886,11,0,1970
Planet Hot Dog,Cast,spotify:track:3hgvG5RmjFy27sEaLIWycZ,0.696,0.525,2,-10.781,1,0.0355,0.368,0.000276,0.654,0.881,90.973,92373,4,0.0,2,0,1970
Los Celos de Mi Compay,El Gran Combo De Puerto Rico,spotify:track:5Ybs2R0cqDBcUavObUJZSo,0.817,0.688,0,-5.592,0,0.0401,0.698,1.16e-06,0.693,0.963,91.079,225147,4,36.35284,12,0,1970
Lonesome In My Bedroom,Luther Johnson,spotify:track:4xu0LW34dFEoHG1x65tQPx,0.676,0.249,0,-13.598,0,0.0349,0.471,0.00712,0.128,0.48,79.828,385600,3,28.00442,20,0,1970
Mexicaine,Claude Bolling,spotify:track:44UbIP2wcvHIHRm6l01AqG,0.43,0.262,2,-17.908,0,0.0417,0.919,0.886,0.116,0.136,146.991,381440,5,22.56918,21,0,1970
"Well, Do They?",Crass,spotify:track:40hRYS8uoepNVSjoQ0Oq0l,0.366,0.939,7,-4.556,1,0.108,0.0688,0.0,0.549,0.884,183.899,85800,4,25.83159,7,0,1970
How Do Ya Fix a Broken Part,Iggy Pop,spotify:track:4ucjAJC7m6RjI5MRc9uwok,0.675,0.76,7,-9.067,1,0.0343,0.0471,0.00425,0.0759,0.542,140.926,173600,4,22.18807,7,0,1970
Dum Dum Boys,Iggy Pop,spotify:track:4D2oxcrgtaRlzpGwUVSKkA,0.219,0.763,7,-6.703,1,0.0392,0.154,0.934,0.17,0.559,158.208,433358,4,35.83371,17,0,1970
Zwickt's mi - österr. Originalversion,Wolfgang Ambros,spotify:track:1eYlOor0DbFB49bRxgwp1H,0.798,0.619,0,-7.668,1,0.0472,0.414,1.42e-05,0.216,0.942,112.708,223947,4,30.50779,11,0,1970
Shimmering Horizon,Kitaro,spotify:track:3QE9n7YrjZJMzVqReZQvJw,0.378,0.439,6,-10.863,0,0.0277,0.234,0.672,0.296,0.038,71.51,184200,4,52.65833,7,0,1970
Condição - Ao Vivo,MPB4,spotify:track:1xJyvdwf8SBn2q0jI41wEL,0.554,0.834,5,-8.762,1,0.0794,0.44,0.257,0.208,0.751,113.36,122480,4,75.74493,4,0,1970
Annie: You Won't Be an Orphan for Long,Charles Strouse,spotify:track:1BcDxvzMGfsiaJq38LQcEU,0.633,0.29,0,-12.755,1,0.0801,0.784,0.0,0.414,0.643,120.435,104933,4,44.26071,6,0,1970
Canción De La Verónica,Congreso,spotify:track:5AbJ2zh7n2AXHCsHSerxEr,0.728,0.124,7,-20.667,1,0.0417,0.867,0.00154,0.111,0.456,94.255,183893,3,33.36476,10,0,1970
Cançó de la Fidelitat,Dolors Laffitte,spotify:track:0GX6QvjDZ2rzYP9Kq7WjMr,0.62,0.234,2,-9.476,1,0.0453,0.775,0.0,0.309,0.461,125.163,115760,3,30.47407,6,0,1970
The Diary,Raul Seixas,spotify:track:2sf5g6kzSQNzmUUstG22bL,0.415,0.783,0,-2.11,0,0.0383,0.642,0.0,0.294,0.511,113.979,148400,3,24.17191,10,0,1970
Volveré - Versión Original [Remasterizada],Diego Verdaguer,spotify:track:46lDwmVShRt9IztCjZsawQ,0.5,0.418,7,-11.237,1,0.0324,0.872,1.66e-05,0.232,0.459,120.078,242253,4,50.06755,12,0,1970
Jesus Is A Dying Bedmaker - Album Version - (Part 2),John Fahey,spotify:track:58dHHEGLAteOtbOCQyXvPP,0.202,0.394,7,-14.506,1,0.0319,0.223,0.788,0.196,0.292,98.533,203360,4,27.46522,10,0,1970
Fun House - Take 2; Edit,The Stooges,spotify:track:4RTm6aNW84g0yjNz3Wsde9,0.447,0.87,11,-4.797,0,0.0568,0.00998,0.00286,0.207,0.846,130.662,554787,4,49.58805,26,0,1970
Sinal Fechado - Ao Vivo,MPB4,spotify:track:5hH2Q0m9dLn9WV1oMEr9lM,0.426,0.288,4,-13.997,0,0.0372,0.994,0.659,0.365,0.199,138.689,137254,4,33.46143,8,0,1970
Lion of the Surf,Swell Maps,spotify:track:3Ujo1IoKcC0NSVAVzWRlf0,0.238,0.755,9,-6.259,1,0.0383,0.00159,0.84,0.179,0.456,177.065,140280,4,54.15794,3,0,1970
Laser (space ship attack),Deuter,spotify:track:4oFg1cXPNwg6sAUXIkV961,0.244,0.79,0,-18.388,1,0.0468,0.965,0.882,0.383,0.0149,82.003,41907,4,0.0,2,0,1970
La Yegua Palomina,Vicente Fernández,spotify:track:5bJ4YyWgLeHdKb1kFDzSOn,0.648,0.57,5,-4.432,1,0.0394,0.0979,0.0,0.232,0.783,122.003,161800,4,16.12898,9,0,1970
Race With Time,De Wolfe Music,spotify:track:3WN1pvblc5iJdRKqonxiMg,0.747,0.709,11,-14.429,0,0.035,0.546,0.795,0.112,0.889,123.4,162927,4,35.65515,8,0,1970
Kilimanjaro,The Web,spotify:track:1yrJHooD6Dq8H00BF9LRCe,0.429,0.0998,6,-21.007,1,0.0316,0.974,0.853,0.11,0.273,99.854,229493,4,25.30682,13,0,1970
Who Gives a Damn,Sham 69,spotify:track:2MpsfYOSoH7OIAgEetaeAh,0.444,0.712,10,-8.417,0,0.0496,0.0778,2.27e-06,0.444,0.304,97.979,244147,4,26.60913,11,0,1970
Rock Salt & Nails,J.D. Crowe & The New South,spotify:track:0KSar1knxet2s1mBYW7QeN,0.383,0.208,4,-13.747,1,0.0286,0.714,0.0,0.319,0.3,143.667,185000,3,38.33457,12,0,1970
Lamento di Tristano - La Rotta - Saltarello - Medley,John Renbourn,spotify:track:1ji33FsoYKyTHOA1xH3pzz,0.603,0.156,9,-19.336,0,0.0651,0.0945,0.377,0.0897,0.711,119.381,174840,4,26.01978,8,0,1970
Cierta Historia de Amor,Silvio Rodríguez,spotify:track:4tkYuqUVyWvFsekJUC04EJ,0.641,0.313,9,-10.961,1,0.0677,0.795,0.0,0.119,0.675,113.816,184681,3,33.9663,10,0,1970
True Love,kalapana,spotify:track:0vLHXW6gwm47vxkwIX0aFf,0.453,0.489,9,-9.884,0,0.033,0.42,5.26e-06,0.0829,0.279,142.386,280667,4,42.20304,13,0,1970
Madre,Silvio Rodriguez and Pablo Milanes,spotify:track:75uEh2d8gO1TM16N6XjPZw,0.478,0.061,1,-20.536,1,0.0403,0.928,0.000934,0.111,0.412,79.349,137000,4,51.73449,8,0,1970
Thinkin',Compost,spotify:track:3HagDQUNuGCcfeJBCaOubH,0.529,0.93,5,-7.485,0,0.0936,0.147,0.0382,0.046,0.857,94.082,395893,4,30.58566,15,0,1970
Old World Charm,Johnny Pearson,spotify:track:3IGYhPuI7curghvL2fiBm3,0.465,0.302,2,-16.306,1,0.029,0.541,0.839,0.112,0.726,117.747,149307,4,49.49617,7,0,1970
Canço Per Una Bona Mort,Maria del Mar Bonet,spotify:track:05wCRFtnkeyVLUBuxnxcvf,0.231,0.195,4,-15.152,0,0.0341,0.943,0.00597,0.122,0.146,139.833,215707,3,24.43378,14,0,1970
Vuelo Blanco de Gaviota (Days of Pearly Spencer),Ana Belén,spotify:track:0hkeModMCriyi3QT1OOZTQ,0.757,0.519,4,-12.12,0,0.0356,0.186,0.0116,0.0707,0.914,107.696,360413,4,47.72329,16,0,1970
Fish,The Damned,spotify:track:63H85bBeoHVAiw34YXQQXY,0.173,0.914,7,-9.161,1,0.136,2.41e-06,0.00447,0.133,0.506,184.295,97173,4,25.00405,6,0,1970
Raw Power - Bowie Mix,The Stooges,spotify:track:0Mul2UNuXtbJA5kyGb1bfP,0.383,0.969,7,-6.168,1,0.103,0.0196,7.46e-06,0.104,0.478,154.364,263307,4,51.81923,12,0,1970
"Dominica Resurrectionis - Easter Sunday: Invitatorium: ""Surrexit Dominus""",Traditional,spotify:track:0UOpbkzu009RoQOitq6bbq,0.144,0.173,9,-18.684,0,0.0609,0.984,4.48e-05,0.234,0.0558,75.069,423693,3,21.8698,18,0,1970
The Assassination Of Stephan Grossman - Instrumental,John Fahey,spotify:track:5V4wT1ScXtKB9qgrdXRjSU,0.168,0.549,4,-11.701,0,0.0313,0.459,0.915,0.353,0.961,95.141,131800,4,33.43944,7,0,1970
Padre Cícero,Tim Maia,spotify:track:37Lrvtp2nVHnqVqvFh9PKO,0.589,0.581,7,-9.374,1,0.0533,0.202,0.0,0.25,0.712,78.639,141234,4,29.65251,8,0,1970
"Slug Bait, Pt. 2 - 32AR",Throbbing Gristle,spotify:track:2NcI41cbN2zzT0F4PMHhn9,0.248,0.325,6,-16.096,0,0.0416,0.145,0.85,0.101,0.144,104.556,496760,4,22.73676,22,0,1970
"O Come, O Come, Emmanuel",Traditional,spotify:track:6cTkV7mUoI6ZJj26xXF1Ax,0.137,0.242,4,-15.862,0,0.0346,0.969,0.156,0.279,0.13,89.698,206773,5,32.26709,11,0,1970
Fiction Romance - 1996 Remastered Version,Buzzcocks,spotify:track:6y8EVfZVQGFizEORt85Iat,0.394,0.818,5,-7.909,1,0.0444,0.0283,0.00147,0.245,0.845,152.852,266560,4,49.90853,11,0,1970
Arthur McBride,Andy Irvine,spotify:track:1r8Wnh1b0tLzZQxDgeJ4i9,0.548,0.182,7,-12.213,1,0.0389,0.88,9.11e-05,0.137,0.505,78.338,425467,4,49.37623,22,0,1970
Funkallero,Stan Getz,spotify:track:265nuzhZ75CqbXvuQcDEvv,0.509,0.555,8,-11.878,1,0.0432,0.33,1.56e-06,0.126,0.636,128.378,400560,4,23.67604,16,0,1970
A Lover's Prayer,Don Ho,spotify:track:4ag2N8zAQ8zxnj2WnepNRU,0.381,0.331,0,-13.739,1,0.0346,0.91,1.34e-05,0.157,0.642,129.681,156960,4,52.095,6,0,1970
Blues On Blues,Hubert Sumlin,spotify:track:2kAbY0jtOaWcxLNpJRKH3n,0.527,0.0952,7,-18.651,1,0.0795,0.951,0.906,0.0988,0.374,93.399,224667,4,50.6795,12,0,1970
Era Nova,Gilberto Gil,spotify:track:2WA4C5s4nwjlLo22uWJDTj,0.544,0.454,7,-9.53,1,0.0393,0.776,0.00176,0.0898,0.397,77.464,238880,4,37.48593,10,0,1970
Moving Target,De Wolfe Music,spotify:track:758VaoeVBI0iTZN2nGMKqs,0.73,0.555,10,-11.685,1,0.0325,0.345,0.491,0.089,0.967,112.187,89877,4,39.34991,5,0,1970
Quiero Dormir Cansado - Tema Remasterizado,Vicente Fernández,spotify:track:4npRSMWJcdFQ6ln7smuHHY,0.445,0.337,0,-6.852,0,0.0283,0.885,0.000399,0.144,0.315,100.247,219733,4,33.31497,13,0,1970
Straight Line - 2006 Remastered Version,Wire,spotify:track:6X7CDzfm1Nq7qZwmRaSUWS,0.455,0.937,2,-5.845,1,0.0472,0.576,7.09e-05,0.21,0.685,116.112,44613,4,8.71106,3,0,1970
Na Menehune Ekolu,The Brothers Cazimero,spotify:track:3Ao3EU8DH8exbezELf7xhN,0.434,0.526,9,-11.205,1,0.0358,0.551,0.0,0.047,0.856,78.546,193467,4,52.42342,7,0,1970
Race With Devil On Spanish Highway,Al Di Meola,spotify:track:1qPSxRyMfES52PbpxCzWcd,0.316,0.772,11,-11.605,0,0.0649,0.139,0.532,0.238,0.66,88.648,378267,4,44.75214,13,0,1970
"Smash It Up, Pt. 1 & 2",The Damned,spotify:track:2nWRbmYqLhkuYrP4BZgoho,0.259,0.766,7,-9.162,1,0.0605,0.0517,0.0355,0.0836,0.268,165.742,313720,4,66.2586,13,0,1970
Bottle Up & Go,Snooky Pryor,spotify:track:1peOmOY04uIpkVSrqKq3eE,0.79,0.546,0,-8.733,1,0.157,0.645,0.00289,0.133,0.752,131.852,246053,4,44.39841,12,0,1970
Securicor,Crass,spotify:track:7rZfxAAOIDUurqpbC7UfxI,0.347,0.965,2,-6.939,1,0.184,0.00101,0.0374,0.284,0.307,214.848,147907,4,30.14445,8,0,1970
An Index Of Metals I,Robert Fripp,spotify:track:2PS4dSrEwE7KMeumuW6uID,0.265,0.16,3,-24.008,1,0.046,0.883,0.149,0.113,0.0287,64.463,255583,5,55.01428,4,0,1970
Não Quero Mais Você,Reginaldo Rossi,spotify:track:2i83KOAmQRDmFSjkIsBWf0,0.667,0.683,7,-10.774,0,0.0321,0.0739,7.73e-05,0.123,0.918,125.302,171000,4,23.24281,9,0,1970
Helicop,Alan Tew,spotify:track:7F3mBDsTfh6jom47nIp4HU,0.602,0.515,7,-15.099,1,0.0862,0.000682,0.641,0.11,0.73,167.109,175047,4,97.75983,5,0,1970
Pontos De Luz,Gal Costa,spotify:track:4ABzNwtzvzvXsQMBIrdF39,0.612,0.602,6,-16.594,0,0.0532,0.14,0.00123,0.142,0.869,109.265,161600,4,26.92178,10,0,1970
Bass Bamboo,Schawkie Roth,spotify:track:23sxBB5Oy3kwTMVLgYxBge,0.219,0.184,1,-16.983,0,0.0375,0.982,0.889,0.0917,0.201,73.117,298987,3,44.08986,14,0,1970
Heat Haze,John Cameron,spotify:track:1LoBfoHElW5FajJ6JIVSEy,0.443,0.26,0,-15.325,1,0.0556,0.776,0.652,0.0987,0.0997,176.47,173507,4,31.60515,10,0,1970
Righteous Rocker - Hard Rock Version - Bonus Track,Larry Norman,spotify:track:3tzX1d92icXqxwVqEntVQF,0.66,0.838,7,-9.728,1,0.0531,0.202,0.000723,0.0835,0.852,90.644,260600,4,21.18069,8,0,1970
Can't Find My Way Home,Gilberto Gil,spotify:track:6NZoQLOTnXzNMjCP2kMBeG,0.503,0.035,9,-19.893,1,0.0343,0.961,0.233,0.0897,0.246,137.773,316667,4,58.33071,18,0,1970
Las Casitas del Barrio Alto,Victor Jara,spotify:track:2HuzpkEezcSj1Jfcjo470i,0.762,0.272,8,-10.976,1,0.08,0.794,0.0,0.12,0.589,124.994,149954,3,30.53901,10,0,1970
Time To Kill,U.K.,spotify:track:4nLEcxtCq4VAcBa9a8px32,0.338,0.589,2,-11.412,1,0.0483,0.0734,0.0,0.228,0.524,144.861,297133,3,37.5628,13,0,1970
Luminescent / Hotaru - 2019 Remastering,Haruomi Hosono,spotify:track:7zJtJw7dVlyTBCdlnMsVAa,0.659,0.692,2,-8.483,1,0.0289,0.874,0.894,0.18,0.111,96.57,266360,4,41.68838,14,0,1970
I Not Listening,R. Stevie Moore,spotify:track:419jmqtDDwxDBgUL2MFY6a,0.458,0.269,5,-17.587,1,0.0383,0.416,0.17,0.219,0.268,142.206,193907,4,43.76431,7,0,1970
Company - Original Broadway Cast: Being Alive,Stephen Sondheim,spotify:track:19wFgV6CfNT8tGwYXFZLu5,0.429,0.384,3,-12.045,1,0.0716,0.903,0.0,0.167,0.41,119.171,288400,4,150.20672,8,0,1970
Patuscada de Gandhi,Gilberto Gil,spotify:track:3qOey2IdTbZBqy9P27MkA7,0.752,0.78,10,-9.455,0,0.343,0.498,0.0,0.107,0.733,119.59,155187,4,42.25248,6,0,1970
