track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
Little Jackie Wants To Be A Star,Lisa Lisa And Cult Jam,spotify:track:01XhYI6Jdq3NOmgGrivwVE,0.745,0.879,11,-7.662,0,0.0394,0.217,5.89e-05,0.251,0.789,92.004,287373,4,29.46785,14,1,1980
U Got The Look,Prince,spotify:track:2X6okzhnNPSzh9yxDMHHe3,0.832,0.453,9,-15.012,1,0.0618,0.172,2.27e-05,0.0549,0.783,122.363,227707,4,27.40171,11,1,1980
I Loved 'em Every One,T.G. Sheppard,spotify:track:4td6tN1J2QlESZyUhlD77m,0.66,0.688,4,-12.563,0,0.0304,0.216,0.0016,0.0685,0.718,87.126,220427,4,64.39439,7,1,1980
Like A Surgeon,"""Weird Al"" Yankovic",spotify:track:3XhyafaTVD6ViaRFIL4bNo,0.838,0.671,3,-8.328,0,0.0346,0.252,0.0,0.056,0.961,126.012,210627,4,26.18621,11,1,1980
Nightbird,Stevie Nicks,spotify:track:1V6e1N41YKbIl6LaUYrVzs,0.663,0.511,0,-8.744,1,0.0293,0.106,1.05e-05,0.0769,0.687,125.22,301293,4,59.97056,13,1,1980
Mountains,Prince And The Revolution,spotify:track:48conYZAap5JNzGJBaOTm2,0.652,0.741,2,-12.071,1,0.0342,0.0611,0.000177,0.0708,0.429,102.084,237627,4,152.5486,6,1,1980
Someone That I Used To Love,Natalie Cole,spotify:track:32nMIZuO9A0TtXq0uI5XWr,0.359,0.283,10,-14.438,1,0.0339,0.537,0.0,0.102,0.317,132.726,246160,4,47.11513,12,1,1980
Hold Tight,Change,spotify:track:3HmU74RIPV2LgkjJUeU7Cd,0.767,0.79,5,-5.495,0,0.0846,0.257,1.01e-06,0.152,0.876,115.03,268653,5,23.31898,14,1,1980
Black And Blue,Van Halen,spotify:track:3sqhPpGhcz4PPQCG14Swjg,0.236,0.609,9,-13.744,1,0.0515,0.266,0.263,0.0749,0.647,200.583,325640,4,76.94206,12,1,1980
Holding On,Steve Winwood,spotify:track:1F12mGFRXXwfgxspQ9vjjB,0.687,0.682,2,-14.139,1,0.03,0.0673,0.0149,0.195,0.945,120.004,376173,4,17.51235,16,1,1980
These Dreams,Heart,spotify:track:22wWxHGHRH8gZXNDXRgSqY,0.535,0.532,11,-9.865,1,0.0291,0.508,0.0,0.0868,0.3,79.107,254476,4,29.15459,10,1,1980
It Ain't Enough,Corey Hart,spotify:track:3q9LRpghuXumIQLna5MZjq,0.747,0.406,2,-12.134,1,0.0302,0.499,0.000122,0.067,0.602,112.347,210027,4,31.79598,10,1,1980
Freedom,Wham!,spotify:track:0PhU6i6Kei6x0CH3jocvA3,0.591,0.651,0,-12.882,1,0.0424,0.42,1.97e-06,0.129,0.824,132.539,302200,4,46.67712,14,1,1980
Rain On The Scarecrow,John Mellencamp,spotify:track:24iUpyUeGv6AoikfxpRofO,0.573,0.91,6,-3.813,0,0.037,0.0261,0.00219,0.209,0.611,123.167,226227,4,32.0704,12,1,1980
I Get Off On It,Tony Joe White,spotify:track:2ug6WUfty20byALkaVlF1W,0.83,0.668,4,-9.875,1,0.0497,0.0307,0.0592,0.973,0.796,124.881,353920,4,34.02596,12,1,1980
Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),spotify:track:43thLwzSasUUZEYjYPeJh3,0.476,0.331,5,-14.884,1,0.0305,0.31,2.82e-06,0.172,0.24,130.574,283133,4,16.90806,12,1,1980
In Your Room,The Bangles,spotify:track:6BsXgrxQViV3PdAjS13uWZ,0.612,0.585,5,-11.931,1,0.0337,0.0137,0.0068,0.0635,0.799,149.2,207533,4,20.59013,14,1,1980
Breakaway,Big Pig,spotify:track:6KwrplHGBQWMSi3Gg0PWM7,0.782,0.673,1,-10.088,1,0.0278,0.222,2.51e-05,0.271,0.5,119.949,218333,4,37.54967,11,1,1980
Can't We Try,Dan Hill (Duet With Vonda Shepard),spotify:track:0x1RspO36DgmXbZ9XmxvsN,0.561,0.319,9,-13.418,0,0.0313,0.466,0.0,0.0684,0.329,120.106,239667,4,35.37527,11,1,1980
You Make My Dreams,Daryl Hall John Oates,spotify:track:4wMhMunKMTbEIIptb8uI8N,0.631,0.853,5,-4.28,1,0.035,0.266,0.000229,0.799,0.736,88.936,218653,4,31.32225,9,1,1980
"On Our Own (From ""Ghostbusters II"")",Bobby Brown,spotify:track:57raEIQFW4OGTIxYvp2nDy,0.656,0.879,2,-6.462,1,0.0444,0.00181,0.0,0.0859,0.474,102.724,289507,4,32.85795,11,1,1980
Angel Say No,Tommy Tutone,spotify:track:5LdNW6fDrsFW0PDWEowVaX,0.876,0.498,4,-11.526,1,0.0546,0.0225,0.000298,0.211,0.973,118.154,190893,4,44.1768,8,1,1980
Heart And Soul,The Monkees,spotify:track:5lWK8C0bi3oIQHMTiEhPGP,0.682,0.73,5,-6.215,1,0.0293,0.00333,0.0,0.0481,0.718,120.73,235413,4,23.78622,11,1,1980
Midnight Blue,Lou Gramm,spotify:track:4iQZi2sMZlbTpcUlo5YGBf,0.664,0.695,0,-11.543,1,0.0292,0.134,0.0444,0.108,0.656,113.762,236093,4,77.58323,7,1,1980
Talk To Me,Stevie Nicks,spotify:track:65ILbAZRAwZQ3omWKE0OIW,0.643,0.712,5,-6.385,1,0.0266,0.0576,0.00467,0.287,0.636,103.07,250027,4,24.96856,17,1,1980
How Do You Keep The Music Playing,James Ingram And Patti Austin,spotify:track:3lrpllvYQtR0WxSe5PLVLG,0.358,0.191,0,-16.062,1,0.0312,0.897,0.0,0.0768,0.115,74.719,254880,4,59.37379,11,1,1980
Something In My House,Dead Or Alive,spotify:track:1wZHO5eyxgzKKNx2omz6CH,0.67,0.886,0,-10.967,1,0.0637,0.00209,0.0496,0.27,0.941,130.052,439200,4,15.17297,21,1,1980
Weird Science,Oingo Boingo,spotify:track:03AhYPRQeOqG2j54Tdg94E,0.657,0.826,4,-12.339,1,0.0358,0.0254,0.00974,0.708,0.685,128.144,368760,4,47.52534,15,1,1980
Ain't Nothin' Goin' On But The Rent,Gwen Guthrie,spotify:track:0o7kRX15d2F6vMhr7IoVgN,0.767,0.873,10,-9.562,0,0.0957,0.195,1.57e-05,0.143,0.946,107.533,214267,4,22.85724,10,1,1980
Walk Like An Egyptian,The Bangles,spotify:track:1Jwc3ODLQxtbnS8M9TflSP,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.66e-05,0.3,0.819,103.022,204707,4,43.32343,7,1,1980
The Closer You Get,Alabama,spotify:track:6CG3BXccaxPwFwymSSJBNy,0.756,0.417,7,-14.943,1,0.0309,0.178,1.8e-06,0.123,0.831,113.996,271867,4,44.49065,15,1,1980
Rooms On Fire,Stevie Nicks,spotify:track:0QVlQTzp10Tj4Xql9ZRJzo,0.615,0.921,9,-4.676,0,0.041,0.0731,0.000179,0.443,0.744,126.947,274520,4,45.54443,11,1,1980
Love That Got Away,Firefall,spotify:track:3gHfkihp7u39cPckHNJpLn,0.525,0.802,2,-5.905,1,0.0568,0.0909,2.45e-05,0.163,0.764,177.732,204653,4,32.32072,12,1,1980
Another Night,Aretha Franklin,spotify:track:04lSEdjc0a6mszj94ZavmD,0.673,0.678,7,-9.094,1,0.0447,0.137,0.000286,0.183,0.728,120.677,269893,4,22.44994,11,1,1980
Stand By Me,Maurice White,spotify:track:78ed1StERMVBNocbSEQpCF,0.77,0.77,11,-9.34,0,0.0313,0.0767,1.21e-05,0.266,0.961,118.268,249640,4,30.64932,12,1,1980
Tears Run Rings,Marc Almond,spotify:track:7jEQ43V8AA7UQ6NcG4x1ki,0.688,0.666,10,-11.945,1,0.032,0.34,0.0,0.0593,0.727,134.389,261688,4,79.47063,9,1,1980
The Edge Of Heaven,Wham!,spotify:track:5AhRNIjYPBleR1lfHphcrE,0.493,0.665,9,-13.817,0,0.0424,0.117,0.0,0.159,0.877,152.644,270800,4,61.64874,11,1,1980
Time (Clock Of The Heart),Culture Club,spotify:track:1tlrAb0CNqn2e8EMb4MWLW,0.716,0.773,0,-6.329,0,0.0369,0.471,0.0,0.0493,0.916,117.057,224493,4,48.46172,12,1,1980
Tasty Love,Freddie Jackson,spotify:track:58OEc1sLFqQFP14PqV9AEz,0.763,0.282,1,-17.004,1,0.0555,0.108,0.0,0.0186,0.912,159.931,268493,4,38.70039,14,1,1980
Dancing With The Mountains,John Denver,spotify:track:7qJtJu59zWH3Z5G1zPbFPe,0.651,0.606,2,-12.032,1,0.0293,0.0421,1.29e-05,0.046,0.886,113.75,233827,4,24.73214,12,1,1980
Lady Down On Love,Alabama,spotify:track:1KzxCdjKTNAm7xaN4l3aT9,0.348,0.0834,5,-16.06,1,0.0299,0.849,6.12e-06,0.123,0.138,82.98,237227,4,36.38394,9,1,1980
Remember (Walking In The Sand),Aerosmith,spotify:track:2YHQHdIQ20zlB1huPyhtHQ,0.238,0.555,0,-9.613,0,0.069,0.288,0.00646,0.35,0.477,201.54,243933,3,73.52271,9,1,1980
I Can't Stand It,Eric Clapton And His Band,spotify:track:08dOlDgNUJCyDNe7F9Dx37,0.856,0.735,9,-7.643,0,0.0352,0.144,0.41,0.0851,0.747,120.474,248413,4,33.13713,13,1,1980
I'm Still Standing,Elton John,spotify:track:1jDJFeK9x3OZboIAHsY9k2,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183440,4,55.52055,9,1,1980
Anyone Can See,Irene Cara,spotify:track:71lQ6KbvNUEGFBNvPWzbcv,0.358,0.542,5,-7.504,1,0.0347,0.512,0.0117,0.288,0.357,126.865,223960,4,21.12181,15,1,1980
Kiss and Tell,"Isley, Jasper, Isley",spotify:track:1Z59l4hOQV03cIrsfOVgVG,0.718,0.88,11,-6.792,0,0.0288,0.0659,0.0,0.0561,0.966,130.445,263040,4,32.97707,13,1,1980
Smuggler's Blues,Glenn Frey,spotify:track:2v7qe4TkWOM0upTIDcSnd3,0.638,0.72,5,-6.846,1,0.0275,0.29,0.000817,0.132,0.824,123.689,230267,4,31.54657,13,1,1980
Der Kommissar,After The Fire,spotify:track:0ROtxObpdDA25o5DriPSOk,0.694,0.716,7,-7.468,1,0.0513,0.00909,0.000814,0.0772,0.889,121.427,337187,4,62.79482,13,1,1980
777-9311,The Time,spotify:track:1Uj2yJKcIdNHcQu4DMr6cX,0.819,0.631,6,-11.291,0,0.112,0.00939,0.00217,0.0261,0.776,123.215,485400,4,31.12377,22,1,1980
I Can't Help It,Andy Gibb & Olivia Newton-John,spotify:track:3IEs5UmjbMmCMHE7LjXRPT,0.567,0.369,0,-10.127,1,0.0301,0.45,9.38e-05,0.122,0.297,135.458,247493,4,27.44127,15,1,1980
Heart Hotels,Dan Fogelberg,spotify:track:2I7wlhRFEesckeIVxZTJL8,0.512,0.311,0,-21.078,1,0.0275,0.323,2.56e-06,0.0539,0.445,97.85,255333,4,35.09767,12,1,1980
Lawyers In Love,Jackson Browne,spotify:track:26lCNg8WekUoDbLhEbUyXZ,0.522,0.74,9,-6.496,1,0.0284,0.0286,0.00126,0.145,0.639,139.031,259747,4,29.50246,11,1,1980
Crazy,Kenny Rogers,spotify:track:1Cg8HzQLJ4rjjXprgotjJj,0.454,0.186,1,-16.281,1,0.031,0.727,5.49e-06,0.0783,0.303,136.173,223667,4,36.4235,12,1,1980
Your Love Is Driving Me Crazy,Sammy Hagar,spotify:track:3OghNV9ZOUbAj62CZptOEP,0.586,0.574,4,-10.83,1,0.0312,0.135,0.0,0.169,0.739,146.738,211227,4,23.64773,12,1,1980
Misunderstanding,Genesis,spotify:track:7zjSZQkMoGKylSq6s1rK9Y,0.645,0.828,0,-8.493,1,0.0373,0.234,0.0,0.2,0.774,121.217,191667,3,50.55739,9,1,1980
Since I Don't Have You,Don McLean,spotify:track:30I86VmcXNIImWdR1qvPjS,0.305,0.492,7,-12.948,1,0.0287,0.0128,0.00322,0.0826,0.825,202.054,156000,3,45.83595,7,1,1980
Fool That I Am,Rita Coolidge,spotify:track:3wH7W8LKlbW0fapyOifrAC,0.585,0.244,8,-10.184,1,0.0272,0.486,0.0,0.116,0.279,135.624,188827,4,25.21083,10,1,1980
Dreamin',Will To Power,spotify:track:4L5ag9C1m1gEAPs5KC3yuy,0.775,0.583,9,-13.29,0,0.0433,0.0187,0.0416,0.0263,0.647,125.084,249960,4,23.69405,6,1,1980
Cool It Now,New Edition,spotify:track:5LkcAjqj5NOctNGi2qUjlw,0.871,0.532,10,-13.335,0,0.0677,0.126,0.00819,0.321,0.74,116.574,347667,4,25.19913,14,1,1980
Dr. Heckyll & Mr. Jive,Men At Work,spotify:track:5f4oy73KathdqPVm746x9x,0.437,0.81,4,-5.396,1,0.0955,0.153,0.0,0.114,0.616,147.723,276893,4,25.39059,11,1,1980
"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,spotify:track:375ntCG12wzCyfzclwYFwG,0.521,0.743,2,-5.903,1,0.0338,0.249,0.0,0.096,0.451,117.129,195293,4,51.386,7,1,1980
Club Michelle,Eddie Money,spotify:track:2W8cfF08zbVmjdu1dZjkDQ,0.598,0.779,6,-7.735,0,0.0299,0.000625,0.000728,0.281,0.721,153.623,244960,4,30.38744,12,1,1980
Lost In Love,New Edition,spotify:track:4pcweTeOtJdAPnmYCBrKKE,0.569,0.368,0,-14.124,1,0.0287,0.527,0.0,0.0306,0.247,133.606,253933,4,22.71001,11,1,1980
I Will Follow,U2,spotify:track:0T702y9ndzZTnPq1bqiAM2,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,217387,4,29.34329,12,1,1980
Beast Of Burden,Bette Midler,spotify:track:6TgqY8Vfm4StBe8hsxi3Ti,0.577,0.788,4,-6.813,1,0.0309,0.00727,1.27e-05,0.0637,0.914,105.428,225867,4,42.40515,10,1,1980
Silly,Deniece Williams,spotify:track:3XrzApq8R10O6WwNwMw8t4,0.473,0.241,5,-14.872,1,0.0323,0.89,0.00386,0.141,0.404,115.163,357360,3,61.34041,13,1,1980
She Loves My Car,Ronnie Milsap,spotify:track:6xRvKADwRqGUUD5R2LhefZ,0.763,0.534,5,-8.772,1,0.0339,0.0532,0.0,0.307,0.781,126.287,239787,4,32.277,9,1,1980
Seasons Of Gold,Gidea Park featuring Adrian Baker,spotify:track:1r0DucTu27o5SjiqANyud0,0.734,0.463,2,-10.004,1,0.0415,0.0271,0.00804,0.0949,0.837,123.594,424960,4,27.14227,17,1,1980
Candy Girl,New Edition,spotify:track:72OrfuJ9RxfLCoqAMeKHCZ,0.839,0.623,1,-13.712,1,0.108,0.346,0.0138,0.314,0.668,103.799,235373,4,37.79186,10,1,1980
Frankie,Sister Sledge,spotify:track:6th7K3C0mmxk5AlT4x4oro,0.813,0.759,6,-7.882,1,0.0878,0.719,0.0071,0.0573,0.963,82.941,257000,4,36.2584,13,1,1980
Take Another Picture,Quarterflash,spotify:track:4XcUFQNTiX4IHmA4K51snP,0.689,0.497,2,-14.377,1,0.0319,0.263,5.6e-06,0.218,0.639,114.034,212893,4,35.14797,13,1,1980
My Love,Lionel Richie,spotify:track:6l9fOwFZ2pZzGUAVnPM76l,0.267,0.16,8,-13.155,1,0.0362,0.689,0.0,0.086,0.122,62.308,244973,4,50.71394,10,1,1980
Harlem Shuffle,The Rolling Stones,spotify:track:2StkuotzPgX5FpSjMpTvlw,0.742,0.94,2,-3.485,1,0.0756,0.0866,0.0279,0.319,0.782,121.747,204427,4,26.54204,10,1,1980
Love The World Away,Kenny Rogers,spotify:track:5AmeC8GR3SmQD0WZi1sz2C,0.32,0.454,9,-6.16,1,0.0252,0.56,0.0,0.21,0.292,82.145,191453,4,34.01963,8,1,1980
The Winner Takes It All,ABBA,spotify:track:2HeTmGTjl870ucJ8mF7zl5,0.457,0.785,6,-6.783,1,0.0383,0.548,0.000781,0.082,0.522,126.947,294733,4,33.00407,12,1,1980
The Legend Of Wooley Swamp,The Charlie Daniels Band,spotify:track:15rq5I9f5h6KrsarWqAz9d,0.475,0.535,7,-11.719,1,0.0604,0.205,4.45e-06,0.306,0.47,99.593,254440,4,98.39548,8,1,1980
I Won't Stand In Your Way,Stray Cats,spotify:track:6FKvNrS5jAYMnnJWrZUF3i,0.489,0.429,3,-12.195,1,0.0272,0.474,0.0,0.173,0.606,104.983,237467,3,30.73419,10,1,1980
Yah Mo B There,James Ingram With Michael McDonald,spotify:track:5edioRF5SIeNzZafgd1Py1,0.818,0.512,0,-12.491,1,0.0363,0.183,4.2e-06,0.0439,0.96,117.842,279413,4,25.86476,11,1,1980
Spanish Eddie,Laura Branigan,spotify:track:6BIZ5aVJIltQy6Z6w1ibar,0.702,0.956,3,-5.35,1,0.033,0.28,0.00927,0.203,0.935,130.041,247666,4,35.7665,14,1,1980
Under The Gun,Poco,spotify:track:49IooF2Pshjms6iidmHeHQ,0.44,0.674,0,-11.249,1,0.0305,0.00696,3.04e-05,0.211,0.722,140.022,193227,4,35.61728,10,1,1980
I'll Always Love You,Taylor Dayne,spotify:track:6enR2PAZd7LUMMwQb4ciuh,0.604,0.538,10,-6.285,1,0.0228,0.256,0.0,0.088,0.446,85.332,270787,4,39.93742,12,1,1980
Sleeping Bag,ZZ Top,spotify:track:1ESuT2y9AKu1zMdxq47qW5,0.62,0.688,7,-12.892,1,0.0435,0.00181,0.00482,0.0464,0.793,112.122,242333,4,46.70613,10,1,1980
On The Loose,Saga,spotify:track:2WJvcoVqoj5j6ciImA9orj,0.595,0.747,10,-12.899,1,0.035,0.281,0.000662,0.175,0.655,134.916,253600,4,44.49598,11,1,1980
War Games,"Crosby, Stills & Nash",spotify:track:1KHehOVBdMmOxKi5Zcv0Ju,0.436,0.582,5,-13.563,1,0.0425,0.00589,1.77e-05,0.321,0.401,174.109,141027,4,47.1844,4,1,1980
Close Enough To Perfect,Alabama,spotify:track:04u8JJN1TTwFrFkYnLlaPU,0.588,0.442,7,-9.71,1,0.0274,0.148,0.0,0.0445,0.402,135.476,212640,4,35.75679,11,1,1980
Tender Love,Force M.D.'s,spotify:track:1WtkrKWpfFx75erK1VqtQh,0.34,0.336,8,-7.288,1,0.0289,0.765,0.000114,0.126,0.0932,142.631,234053,4,44.35343,11,1,1980
People Are People,Depeche Mode,spotify:track:3GREm6zSHwKZsJxl0hqbAQ,0.679,0.829,9,-7.288,0,0.0604,0.0875,2.46e-06,0.318,0.812,119.96,232080,4,32.69373,9,1,1980
Dancing In The Sheets,Shalamar,spotify:track:0Q7aj2T90BmSCv2fLyUkTJ,0.874,0.556,11,-9.322,0,0.0708,0.00643,0.311,0.0445,0.883,122.849,244733,4,57.02193,11,1,1980
Stereotomy,The Alan Parsons Project,spotify:track:5y1e75jvW8mr2K0l72Ktb2,0.706,0.585,5,-11.769,0,0.0306,0.161,0.00817,0.494,0.349,136.044,437320,4,37.98743,17,1,1980
No More Words,Berlin,spotify:track:5njp5WB906Pc0lYPBFgIrY,0.753,0.454,0,-14.129,1,0.0537,0.0319,3.6e-05,0.536,0.798,130.704,235000,4,30.77391,11,1,1980
Guitar Man,Elvis Presley,spotify:track:5blcqgpsuKhm0WQwMsmywj,0.435,0.828,0,-8.764,1,0.101,0.31,4.07e-05,0.667,0.743,116.141,206373,4,41.50108,8,1,1980
Better Things,The Kinks,spotify:track:6NeFh4tbO4w5NTJkdTYzXp,0.51,0.699,2,-11.688,1,0.0599,0.0836,0.0,0.479,0.693,138.59,178480,4,27.77721,8,1,1980
How Do I Survive,Amy Holland,spotify:track:18ELywiVACeSIhIa2EqJ47,0.745,0.672,5,-9.866,0,0.037,0.225,3.21e-06,0.565,0.962,117.42,238867,4,56.22543,11,1,1980
Heart And Soul,Huey Lewis & The News,spotify:track:4KYYBswaPuKPaKaLzoBcIE,0.66,0.806,2,-8.01,1,0.0324,0.00332,1.4e-05,0.0986,0.944,122.041,253253,4,34.55018,10,1,1980
No Promises,Icehouse,spotify:track:4AX3HUxF377bqmKfqC0s2N,0.66,0.738,5,-11.294,0,0.0287,0.0651,0.0144,0.116,0.704,115.813,222200,4,54.60401,12,1,1980
"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,spotify:track:4EfZ2eaFjn1MQbKZD8urIz,0.648,0.688,7,-13.139,1,0.0431,0.0489,0.0362,0.478,0.963,157.954,204240,4,18.69456,11,1,1980
New Attitude,Patti LaBelle,spotify:track:71DxDMPiElIeGgvJvtITXR,0.81,0.722,11,-7.101,0,0.0429,0.0877,0.000885,0.529,0.963,138.011,251160,4,39.11241,10,1,1980
More Than I Can Say,Leo Sayer,spotify:track:3RJ81z1sPLeWEFuCfGaCLC,0.728,0.511,10,-11.178,1,0.0233,0.198,0.00052,0.322,0.714,96.406,220533,4,27.91028,11,1,1980
Fire With Fire,Wild Blue,spotify:track:3HDqENDSzP13dpDE05sOhX,0.559,0.867,11,-7.584,0,0.066,0.073,0.000594,0.214,0.341,135.288,273215,4,39.62773,13,1,1980
Magic Power,Triumph,spotify:track:0rzxZlSB2gjnSJinbtaz3v,0.166,0.655,7,-6.145,1,0.0346,0.0351,0.0,0.0827,0.422,152.792,292400,4,41.00968,15,1,1980
I Knew You When,Linda Ronstadt,spotify:track:4a2whjG0D7bAC2vMwK3f21,0.593,0.409,5,-7.409,0,0.025,0.476,0.00352,0.227,0.388,99.024,174893,3,24.75461,10,1,1980
The House Of The Rising Sun,Dolly Parton,spotify:track:6lyzUrhvbZIl8JU2iRKquL,0.793,0.559,6,-8.707,0,0.0434,0.181,0.00262,0.109,0.55,125.193,240307,4,46.05484,13,1,1980
Atlanta Lady (Something About Your Love),Marty Balin,spotify:track:1T6qWyfo0RYyN0YFzC3APi,0.73,0.502,2,-10.389,1,0.0364,0.464,0.000212,0.151,0.785,119.941,228560,4,49.5507,9,1,1980
Touch And Go,The Cars,spotify:track:2pGw0Nuj75rdFt84bIAMlT,0.663,0.509,0,-10.007,1,0.0268,0.0511,0.000526,0.198,0.89,130.027,297733,5,70.03729,10,1,1980
He's So Shy,The Pointer Sisters,spotify:track:2hKa5ljc8wVlNGSpenzUBd,0.75,0.756,0,-6.356,1,0.0399,0.0229,1.41e-06,0.919,0.677,128.62,209080,4,46.27721,8,1,1980
Stick Around,Julian Lennon,spotify:track:7FIqkrMFzbORpWI8vjWp9L,0.597,0.579,7,-10.724,1,0.0258,0.026,0.0218,0.149,0.557,88.822,245560,4,47.08385,10,1,1980
Sukiyaki,A Taste Of Honey,spotify:track:3FD0RyHoYObYJkBIDGra4W,0.583,0.415,3,-8.854,1,0.0301,0.827,3.39e-05,0.138,0.245,136.065,223200,4,22.53489,10,1,1980
Take Me With U,Prince And The Revolution Duet With Apollonia,spotify:track:765k9tDIFOnoOfkO2cgitB,0.707,0.814,2,-10.677,1,0.0288,0.0859,0.00281,0.234,0.697,121.92,234133,4,31.344,11,1,1980
Girl I Am Searching For You,Stevie B,spotify:track:4VG6a2JFWsX3CMHunLf4nO,0.668,0.761,11,-13.509,0,0.0462,0.0108,0.000272,0.0679,0.625,119.48,281507,4,24.0422,10,1,1980
Miami,Bob Seger,spotify:track:2wz3h7kJNRkHkJUzCW8b7e,0.553,0.784,0,-5.661,1,0.0309,0.0311,0.000553,0.195,0.619,120.097,280718,4,41.40456,10,1,1980
Snap Shot,Slave,spotify:track:6GXvfVC49IW9VOHdsAUUb1,0.714,0.512,2,-13.036,1,0.107,0.0699,0.0,0.0725,0.594,113.528,282720,4,34.36015,11,1,1980
"Man Size Love (From ""Running Scared"")",Klymaxx,spotify:track:3TyhfD8fjfkzg9ujAM9qPO,0.82,0.856,11,-5.574,0,0.0425,0.183,3.04e-06,0.0388,0.879,123.006,254533,4,45.29296,13,1,1980
Promise Me,The Cover Girls,spotify:track:0QciY6CzknfKHZD9h0Oahg,0.601,0.58,8,-11.052,1,0.0296,0.0166,4.12e-06,0.0312,0.429,139.923,418907,4,46.72086,16,1,1980
Wrap Her Up,Elton John,spotify:track:0sIiAyckK90a6KOKhIeGwM,0.67,0.89,2,-8.017,1,0.0307,0.012,0.0276,0.124,0.895,138.854,381493,4,34.76252,15,1,1980
The Look,Roxette,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,4,39.63931,11,1,1980
Jolé Blon,Gary U.S. Bonds,spotify:track:3sAw1FSEuapKTrJaWMr16k,0.502,0.931,0,-6.099,1,0.035,0.0311,0.0,0.427,0.966,131.286,205160,4,45.56028,8,1,1980
Hot Fun In The Summertime,Dayton,spotify:track:2esSVRLtF5PNs88yTUtfZX,0.74,0.641,8,-6.87,1,0.0708,0.245,0.00235,0.0788,0.897,100.252,323853,4,36.3514,14,1,1980
Memorize Your Number,Leif Garrett,spotify:track:6ZOMtAejDpbIRHXgahSKPY,0.782,0.418,9,-14.367,0,0.469,0.017,0.0,0.0868,0.893,140.936,167960,4,36.52305,8,1,1980
"Oh, People",Patti LaBelle,spotify:track:79BE7EVavDVsVCTlRbQ66i,0.659,0.616,10,-10.881,1,0.0458,0.56,7.28e-05,0.0483,0.69,101.998,319227,4,52.14611,14,1,1980
Eminence Front,The Who,spotify:track:0LN5gIsS5tQSmRzQrHSaTR,0.697,0.787,5,-9.695,0,0.0305,0.232,0.587,0.0404,0.572,98.066,339107,4,40.2084,12,1,1980
I'm Not The One,The Cars,spotify:track:6eRLUjHubf9tlO7ZCc04Da,0.619,0.466,4,-11.15,0,0.0308,0.176,0.000914,0.0617,0.226,79.032,254067,4,48.90388,8,1,1980
Girl You Know It's True,Milli Vanilli,spotify:track:0C7dYeCLF6ukChtW64UNge,0.772,0.822,10,-5.649,0,0.123,0.00797,0.00148,0.457,0.526,97.718,198573,4,46.9211,6,1,1980
Private Eyes,Daryl Hall John Oates,spotify:track:5C2RWWu6yNYpgBbUMVgMdY,0.7,0.835,2,-8.348,0,0.0531,0.438,0.0,0.955,0.618,120.246,239093,3,20.93088,9,1,1980
We Close Our Eyes,Go West,spotify:track:4oivs3WWV3XwAWESvPk5eG,0.696,0.854,11,-6.719,1,0.0326,0.0217,0.0,0.0393,0.912,130.6,221507,4,21.28635,12,1,1980
La Bamba,Los Lobos,spotify:track:6uU5OBhGUE1ngSKDj4wtoq,0.348,0.751,0,-12.823,1,0.0494,0.0699,0.000738,0.208,0.886,156.509,172733,4,27.89514,10,1,1980
Electric Boogie,Marcia Griffiths,spotify:track:1JyaAeaXVFnVv5ikwWQVQ4,0.769,0.898,1,-9.347,1,0.0355,0.116,0.000648,0.261,0.968,108.141,242773,4,53.02171,8,1,1980
Wild Wild Life,Talking Heads,spotify:track:7rFeZg0gEp7qtyuLnjIYQU,0.647,0.889,9,-4.869,1,0.0302,0.0186,0.0,0.375,0.952,137.41,219773,4,29.18571,7,1,1980
You Are In My System,Robert Palmer,spotify:track:1NluXt216fuqjX7KcmYQxM,0.796,0.626,10,-11.643,0,0.0792,0.019,0.0298,0.0359,0.909,111.053,267240,4,35.30052,12,1,1980
Purple Rain,Prince And The Revolution,spotify:track:54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,4,41.94966,20,1,1980
Chiquitita,ABBA,spotify:track:4g5LUzHFRr4Zlok8KzERmI,0.526,0.555,9,-8.08,1,0.0338,0.701,6.69e-06,0.299,0.38,84.088,327040,4,33.43737,13,1,1980
Wishing I Was Lucky,Wet Wet Wet,spotify:track:4w55wTh9ZbVgD9YC5Z4pZZ,0.607,0.773,1,-12.512,1,0.0489,0.0406,2.59e-05,0.382,0.691,109.074,233800,4,27.83781,11,1,1980
Africa,Toto,spotify:track:2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,7.95e-05,0.0481,0.732,92.717,295893,4,32.48927,12,1,1980
